,Todays Amount,Todays Result,Total Amount
2018,-237.5,0,6587.5
2019,100.0,1,6687.5
2020,100.0,1,6787.5
2021,112.5,1,6900.0
2022,100.0,1,7000.0
2023,-200.0,0,6800.0
2024,125.0,1,6925.0
2025,112.5,1,7037.5
2026,-200.0,0,6837.5
2027,-200.0,0,6637.5
2028,-200.0,0,6437.5
2029,125.0,1,6562.5
2030,-200.0,0,6362.5
2031,-200.0,0,6162.5
2032,100.0,1,6262.5
2033,100.0,1,6362.5
2034,125.0,1,6487.5
2035,100.0,1,6587.5
2036,100.0,1,6687.5
2037,112.5,1,6800.0
2038,-200.0,0,6600.0
2039,100.0,1,6700.0
2040,100.0,1,6800.0
2041,112.5,1,6912.5
2042,112.5,1,7025.0
2043,-212.5,0,6812.5
2044,-200.0,0,6612.5
2045,137.5,1,6750.0
2046,100.0,1,6850.0
2047,-200.0,0,6650.0
2048,100.0,1,6750.0
2049,112.5,1,6862.5
2050,112.5,1,6975.0
2051,125.0,1,7100.0
2052,-212.5,0,6887.5
2053,-200.0,0,6687.5
2054,-212.5,0,6475.0
2055,100.0,1,6575.0
2056,112.5,1,6687.5
2057,-200.0,0,6487.5
2058,-212.5,0,6275.0
2059,100.0,1,6375.0
2060,112.5,1,6487.5
2061,-212.5,0,6275.0
2062,-200.0,0,6075.0
2063,100.0,1,6175.0
2064,-212.5,0,5962.5
2065,100.0,1,6062.5
2066,100.0,1,6162.5
2067,-212.5,0,5950.0
2068,-200.0,0,5750.0
2069,-200.0,0,5550.0
2070,100.0,1,5650.0
2071,-200.0,0,5450.0
2072,100.0,1,5550.0
2073,112.5,1,5662.5
2074,-212.5,0,5450.0
2075,100.0,1,5550.0
2076,100.0,1,5650.0
2077,-200.0,0,5450.0
2078,112.5,1,5562.5
2079,-225.0,0,5337.5
2080,112.5,1,5450.0
2081,125.0,1,5575.0
2082,112.5,1,5687.5
2083,100.0,1,5787.5
2084,112.5,1,5900.0
2085,112.5,1,6012.5
2086,100.0,1,6112.5
2087,-200.0,0,5912.5
2088,-212.5,0,5700.0
2089,100.0,1,5800.0
2090,-212.5,0,5587.5
2091,100.0,1,5687.5
2092,-200.0,0,5487.5
2093,125.0,1,5612.5
2094,100.0,1,5712.5
2095,-200.0,0,5512.5
2096,100.0,1,5612.5
2097,-200.0,0,5412.5
2098,100.0,1,5512.5
2099,100.0,1,5612.5
2100,-200.0,0,5412.5
2101,-212.5,0,5200.0
2102,100.0,1,5300.0
2103,100.0,1,5400.0
2104,137.5,1,5537.5
2105,100.0,1,5637.5
2106,100.0,1,5737.5
2107,100.0,1,5837.5
2108,137.5,1,5975.0
2109,-212.5,0,5762.5
2110,100.0,1,5862.5
2111,100.0,1,5962.5
2112,100.0,1,6062.5
2113,-200.0,0,5862.5
2114,-200.0,0,5662.5
2115,112.5,1,5775.0
2116,-200.0,0,5575.0
2117,-200.0,0,5375.0
2118,112.5,1,5487.5
2119,-200.0,0,5287.5
2120,112.5,1,5400.0
2121,-200.0,0,5200.0
2122,-212.5,0,4987.5
2123,-200.0,0,4787.5
2124,100.0,1,4887.5
2125,100.0,1,4987.5
2126,100.0,1,5087.5
2127,100.0,1,5187.5
2128,100.0,1,5287.5
2129,112.5,1,5400.0
2130,100.0,1,5500.0
2131,112.5,1,5612.5
2132,112.5,1,5725.0
2133,112.5,1,5837.5
2134,-212.5,0,5625.0
2135,100.0,1,5725.0
2136,112.5,1,5837.5
2137,100.0,1,5937.5
2138,112.5,1,6050.0
2139,100.0,1,6150.0
2140,-200.0,0,5950.0
2141,-212.5,0,5737.5
2142,-200.0,0,5537.5
2143,-212.5,0,5325.0
2144,112.5,1,5437.5
2145,112.5,1,5550.0
2146,-200.0,0,5350.0
2147,112.5,1,5462.5
2148,100.0,1,5562.5
2149,-212.5,0,5350.0
2150,-212.5,0,5137.5
2151,100.0,1,5237.5
2152,-200.0,0,5037.5
2153,-212.5,0,4825.0
2154,-200.0,0,4625.0
2155,112.5,1,4737.5
2156,100.0,1,4837.5
2157,100.0,1,4937.5
2158,-212.5,0,4725.0
2159,100.0,1,4825.0
2160,100.0,1,4925.0
2161,-200.0,0,4725.0
2162,-200.0,0,4525.0
2163,100.0,1,4625.0
2164,100.0,1,4725.0
2165,112.5,1,4837.5
2166,100.0,1,4937.5
2167,112.5,1,5050.0
2168,-200.0,0,4850.0
2169,100.0,1,4950.0
2170,-200.0,0,4750.0
2171,100.0,1,4850.0
2172,125.0,1,4975.0
2173,-225.0,0,4750.0
2174,100.0,1,4850.0
2175,100.0,1,4950.0
2176,-225.0,0,4725.0
2177,-212.5,0,4512.5
2178,112.5,1,4625.0
2179,-200.0,0,4425.0
2180,125.0,1,4550.0
2181,-200.0,0,4350.0
2182,112.5,1,4462.5
2183,-200.0,0,4262.5
2184,125.0,1,4387.5
2185,100.0,1,4487.5
2186,125.0,1,4612.5
2187,112.5,1,4725.0
2188,125.0,1,4850.0
2189,-200.0,0,4650.0
2190,100.0,1,4750.0
2191,-200.0,0,4550.0
2192,100.0,1,4650.0
2193,-237.5,0,4412.5
2194,100.0,1,4512.5
2195,-212.5,0,4300.0
2196,100.0,1,4400.0
2197,100.0,1,4500.0
2198,-212.5,0,4287.5
2199,112.5,1,4400.0
2200,100.0,1,4500.0
2201,100.0,1,4600.0
2202,125.0,1,4725.0
2203,112.5,1,4837.5
2204,100.0,1,4937.5
2205,100.0,1,5037.5
2206,-200.0,0,4837.5
2207,125.0,1,4962.5
2208,100.0,1,5062.5
2209,100.0,1,5162.5
2210,100.0,1,5262.5
2211,-200.0,0,5062.5
2212,-200.0,0,4862.5
2213,125.0,1,4987.5
2214,100.0,1,5087.5
2215,100.0,1,5187.5
2216,112.5,1,5300.0
2217,-200.0,0,5100.0
2218,100.0,1,5200.0
2219,125.0,1,5325.0
2220,112.5,1,5437.5
2221,-200.0,0,5237.5
2222,112.5,1,5350.0
2223,-200.0,0,5150.0
2224,-200.0,0,4950.0
2225,125.0,1,5075.0
2226,-212.5,0,4862.5
2227,112.5,1,4975.0
2228,100.0,1,5075.0
2229,100.0,1,5175.0
2230,100.0,1,5275.0
2231,100.0,1,5375.0
2232,100.0,1,5475.0
2233,100.0,1,5575.0
2234,112.5,1,5687.5
2235,-212.5,0,5475.0
2236,-200.0,0,5275.0
2237,-225.0,0,5050.0
2238,112.5,1,5162.5
2239,100.0,1,5262.5
2240,125.0,1,5387.5
2241,-200.0,0,5187.5
2242,112.5,1,5300.0
2243,-200.0,0,5100.0
2244,100.0,1,5200.0
2245,-200.0,0,5000.0
2246,100.0,1,5100.0
2247,-200.0,0,4900.0
2248,100.0,1,5000.0
2249,100.0,1,5100.0
2250,100.0,1,5200.0
2251,-225.0,0,4975.0
2252,100.0,1,5075.0
2253,112.5,1,5187.5
2254,112.5,1,5300.0
2255,-200.0,0,5100.0
2256,125.0,1,5225.0
2257,100.0,1,5325.0
2258,-212.5,0,5112.5
2259,100.0,1,5212.5
2260,-200.0,0,5012.5
2261,137.5,1,5150.0
2262,112.5,1,5262.5
2263,-212.5,0,5050.0
2264,112.5,1,5162.5
2265,-200.0,0,4962.5
2266,-200.0,0,4762.5
2267,100.0,1,4862.5
2268,100.0,1,4962.5
2269,-200.0,0,4762.5
2270,100.0,1,4862.5
2271,-225.0,0,4637.5
2272,112.5,1,4750.0
2273,-200.0,0,4550.0
2274,112.5,1,4662.5
2275,100.0,1,4762.5
2276,112.5,1,4875.0
2277,-200.0,0,4675.0
2278,112.5,1,4787.5
2279,100.0,1,4887.5
2280,125.0,1,5012.5
2281,-212.5,0,4800.0
2282,-212.5,0,4587.5
2283,125.0,1,4712.5
2284,112.5,1,4825.0
2285,137.5,1,4962.5
2286,125.0,1,5087.5
2287,137.5,1,5225.0
2288,100.0,1,5325.0
2289,100.0,1,5425.0
2290,-212.5,0,5212.5
2291,-237.5,0,4975.0
2292,100.0,1,5075.0
2293,100.0,1,5175.0
2294,100.0,1,5275.0
2295,100.0,1,5375.0
2296,112.5,1,5487.5
2297,-200.0,0,5287.5
2298,100.0,1,5387.5
2299,100.0,1,5487.5
2300,125.0,1,5612.5
2301,112.5,1,5725.0
2302,100.0,1,5825.0
2303,100.0,1,5925.0
2304,-225.0,0,5700.0
2305,100.0,1,5800.0
2306,-212.5,0,5587.5
2307,100.0,1,5687.5
2308,100.0,1,5787.5
2309,112.5,1,5900.0
2310,100.0,1,6000.0
2311,112.5,1,6112.5
2312,112.5,1,6225.0
2313,100.0,1,6325.0
2314,-212.5,0,6112.5
2315,150.0,1,6262.5
2316,-200.0,0,6062.5
2317,100.0,1,6162.5
2318,112.5,1,6275.0
2319,112.5,1,6387.5
2320,100.0,1,6487.5
2321,112.5,1,6600.0
2322,112.5,1,6712.5
2323,-200.0,0,6512.5
2324,100.0,1,6612.5
2325,112.5,1,6725.0
2326,125.0,1,6850.0
2327,112.5,1,6962.5
2328,-200.0,0,6762.5
2329,-225.0,0,6537.5
2330,-212.5,0,6325.0
2331,125.0,1,6450.0
2332,112.5,1,6562.5
2333,100.0,1,6662.5
2334,100.0,1,6762.5
2335,-212.5,0,6550.0
2336,-200.0,0,6350.0
2337,100.0,1,6450.0
2338,100.0,1,6550.0
2339,100.0,1,6650.0
2340,112.5,1,6762.5
2341,-212.5,0,6550.0
2342,100.0,1,6650.0
2343,-200.0,0,6450.0
2344,-200.0,0,6250.0
2345,112.5,1,6362.5
2346,100.0,1,6462.5
2347,-200.0,0,6262.5
2348,112.5,1,6375.0
2349,112.5,1,6487.5
2350,112.5,1,6600.0
2351,100.0,1,6700.0
2352,100.0,1,6800.0
2353,-212.5,0,6587.5
2354,125.0,1,6712.5
2355,-200.0,0,6512.5
2356,112.5,1,6625.0
2357,100.0,1,6725.0
2358,112.5,1,6837.5
2359,125.0,1,6962.5
2360,100.0,1,7062.5
2361,100.0,1,7162.5
2362,100.0,1,7262.5
2363,112.5,1,7375.0
2364,100.0,1,7475.0
2365,100.0,1,7575.0
2366,-200.0,0,7375.0
2367,-200.0,0,7175.0
2368,-200.0,0,6975.0
2369,-200.0,0,6775.0
2370,112.5,1,6887.5
2371,112.5,1,7000.0
2372,100.0,1,7100.0
2373,-200.0,0,6900.0
2374,-200.0,0,6700.0
2375,-200.0,0,6500.0
2376,-200.0,0,6300.0
2377,112.5,1,6412.5
2378,112.5,1,6525.0
2379,-200.0,0,6325.0
2380,100.0,1,6425.0
2381,100.0,1,6525.0
2382,-212.5,0,6312.5
2383,112.5,1,6425.0
2384,100.0,1,6525.0
2385,112.5,1,6637.5
2386,-212.5,0,6425.0
2387,-200.0,0,6225.0
2388,100.0,1,6325.0
2389,-212.5,0,6112.5
2390,-200.0,0,5912.5
2391,100.0,1,6012.5
2392,112.5,1,6125.0
2393,-200.0,0,5925.0
2394,125.0,1,6050.0
2395,100.0,1,6150.0
2396,-200.0,0,5950.0
2397,112.5,1,6062.5
2398,100.0,1,6162.5
2399,100.0,1,6262.5
2400,-200.0,0,6062.5
2401,-200.0,0,5862.5
2402,112.5,1,5975.0
2403,-200.0,0,5775.0
2404,100.0,1,5875.0
2405,-225.0,0,5650.0
2406,100.0,1,5750.0
2407,100.0,1,5850.0
2408,137.5,1,5987.5
2409,112.5,1,6100.0
2410,112.5,1,6212.5
2411,-200.0,0,6012.5
2412,112.5,1,6125.0
2413,100.0,1,6225.0
2414,100.0,1,6325.0
2415,-200.0,0,6125.0
2416,112.5,1,6237.5
2417,100.0,1,6337.5
2418,112.5,1,6450.0
2419,-212.5,0,6237.5
2420,112.5,1,6350.0
2421,-212.5,0,6137.5
2422,-200.0,0,5937.5
2423,100.0,1,6037.5
2424,112.5,1,6150.0
2425,100.0,1,6250.0
2426,-212.5,0,6037.5
2427,100.0,1,6137.5
2428,100.0,1,6237.5
2429,100.0,1,6337.5
2430,-200.0,0,6137.5
2431,112.5,1,6250.0
2432,100.0,1,6350.0
2433,100.0,1,6450.0
2434,100.0,1,6550.0
2435,-200.0,0,6350.0
2436,100.0,1,6450.0
2437,100.0,1,6550.0
2438,112.5,1,6662.5
2439,112.5,1,6775.0
2440,100.0,1,6875.0
2441,100.0,1,6975.0
2442,100.0,1,7075.0
2443,112.5,1,7187.5
2444,125.0,1,7312.5
2445,100.0,1,7412.5
2446,112.5,1,7525.0
2447,-212.5,0,7312.5
2448,100.0,1,7412.5
2449,100.0,1,7512.5
2450,112.5,1,7625.0
2451,-225.0,0,7400.0
2452,-200.0,0,7200.0
2453,100.0,1,7300.0
2454,100.0,1,7400.0
2455,112.5,1,7512.5
2456,100.0,1,7612.5
2457,100.0,1,7712.5
2458,112.5,1,7825.0
2459,100.0,1,7925.0
2460,100.0,1,8025.0
2461,100.0,1,8125.0
2462,112.5,1,8237.5
2463,-200.0,0,8037.5
2464,-200.0,0,7837.5
2465,-200.0,0,7637.5
2466,125.0,1,7762.5
2467,125.0,1,7887.5
2468,100.0,1,7987.5
2469,-212.5,0,7775.0
2470,125.0,1,7900.0
2471,-212.5,0,7687.5
2472,100.0,1,7787.5
2473,-200.0,0,7587.5
2474,100.0,1,7687.5
2475,112.5,1,7800.0
2476,-212.5,0,7587.5
2477,100.0,1,7687.5
2478,-200.0,0,7487.5
2479,-200.0,0,7287.5
2480,100.0,1,7387.5
2481,100.0,1,7487.5
2482,125.0,1,7612.5
2483,-200.0,0,7412.5
2484,-200.0,0,7212.5
2485,100.0,1,7312.5
2486,112.5,1,7425.0
2487,112.5,1,7537.5
2488,100.0,1,7637.5
2489,100.0,1,7737.5
2490,-200.0,0,7537.5
2491,100.0,1,7637.5
2492,-200.0,0,7437.5
2493,-200.0,0,7237.5
2494,-200.0,0,7037.5
2495,112.5,1,7150.0
2496,112.5,1,7262.5
2497,100.0,1,7362.5
2498,112.5,1,7475.0
2499,125.0,1,7600.0
2500,100.0,1,7700.0
2501,-200.0,0,7500.0
2502,100.0,1,7600.0
2503,-212.5,0,7387.5
2504,112.5,1,7500.0
2505,112.5,1,7612.5
2506,112.5,1,7725.0
2507,-212.5,0,7512.5
2508,100.0,1,7612.5
2509,100.0,1,7712.5
2510,100.0,1,7812.5
2511,112.5,1,7925.0
2512,-200.0,0,7725.0
2513,-225.0,0,7500.0
2514,112.5,1,7612.5
2515,100.0,1,7712.5
2516,100.0,1,7812.5
2517,112.5,1,7925.0
2518,125.0,1,8050.0
2519,112.5,1,8162.5
2520,137.5,1,8300.0
2521,112.5,1,8412.5
2522,100.0,1,8512.5
2523,-212.5,0,8300.0
2524,100.0,1,8400.0
2525,125.0,1,8525.0
2526,137.5,1,8662.5
2527,112.5,1,8775.0
2528,100.0,1,8875.0
2529,112.5,1,8987.5
2530,-212.5,0,8775.0
2531,-200.0,0,8575.0
2532,100.0,1,8675.0
2533,-200.0,0,8475.0
2534,-200.0,0,8275.0
2535,-200.0,0,8075.0
2536,125.0,1,8200.0
2537,137.5,1,8337.5
2538,100.0,1,8437.5
2539,112.5,1,8550.0
2540,100.0,1,8650.0
2541,-200.0,0,8450.0
2542,100.0,1,8550.0
2543,112.5,1,8662.5
2544,-225.0,0,8437.5
2545,112.5,1,8550.0
2546,112.5,1,8662.5
2547,-200.0,0,8462.5
2548,137.5,1,8600.0
2549,100.0,1,8700.0
2550,112.5,1,8812.5
2551,137.5,1,8950.0
2552,112.5,1,9062.5
2553,-200.0,0,8862.5
2554,-200.0,0,8662.5
2555,137.5,1,8800.0
2556,112.5,1,8912.5
2557,100.0,1,9012.5
2558,100.0,1,9112.5
2559,100.0,1,9212.5
2560,112.5,1,9325.0
2561,100.0,1,9425.0
2562,100.0,1,9525.0
2563,100.0,1,9625.0
2564,-200.0,0,9425.0
2565,-200.0,0,9225.0
2566,-212.5,0,9012.5
2567,-200.0,0,8812.5
2568,100.0,1,8912.5
2569,-200.0,0,8712.5
2570,112.5,1,8825.0
2571,100.0,1,8925.0
2572,112.5,1,9037.5
2573,125.0,1,9162.5
2574,112.5,1,9275.0
2575,112.5,1,9387.5
2576,-237.5,0,9150.0
2577,100.0,1,9250.0
2578,-200.0,0,9050.0
2579,-212.5,0,8837.5
2580,125.0,1,8962.5
2581,100.0,1,9062.5
2582,112.5,1,9175.0
2583,-212.5,0,8962.5
2584,112.5,1,9075.0
2585,-200.0,0,8875.0
2586,-200.0,0,8675.0
2587,-212.5,0,8462.5
2588,125.0,1,8587.5
2589,100.0,1,8687.5
2590,-212.5,0,8475.0
2591,100.0,1,8575.0
2592,112.5,1,8687.5
2593,112.5,1,8800.0
2594,100.0,1,8900.0
2595,100.0,1,9000.0
2596,100.0,1,9100.0
2597,-212.5,0,8887.5
2598,150.0,1,9037.5
2599,-212.5,0,8825.0
2600,-200.0,0,8625.0
2601,100.0,1,8725.0
2602,125.0,1,8850.0
2603,100.0,1,8950.0
2604,100.0,1,9050.0
2605,112.5,1,9162.5
2606,112.5,1,9275.0
2607,-212.5,0,9062.5
2608,100.0,1,9162.5
2609,100.0,1,9262.5
2610,-212.5,0,9050.0
2611,100.0,1,9150.0
2612,-200.0,0,8950.0
2613,100.0,1,9050.0
2614,-200.0,0,8850.0
2615,100.0,1,8950.0
2616,112.5,1,9062.5
2617,100.0,1,9162.5
2618,112.5,1,9275.0
2619,112.5,1,9387.5
2620,-212.5,0,9175.0
2621,-200.0,0,8975.0
2622,-200.0,0,8775.0
2623,112.5,1,8887.5
2624,-212.5,0,8675.0
2625,100.0,1,8775.0
2626,112.5,1,8887.5
2627,137.5,1,9025.0
2628,-212.5,0,8812.5
2629,137.5,1,8950.0
2630,112.5,1,9062.5
2631,-200.0,0,8862.5
2632,100.0,1,8962.5
2633,-200.0,0,8762.5
2634,-200.0,0,8562.5
2635,100.0,1,8662.5
2636,100.0,1,8762.5
2637,112.5,1,8875.0
2638,112.5,1,8987.5
2639,-212.5,0,8775.0
2640,-225.0,0,8550.0
2641,-200.0,0,8350.0
2642,100.0,1,8450.0
2643,100.0,1,8550.0
2644,100.0,1,8650.0
2645,-212.5,0,8437.5
2646,-212.5,0,8225.0
2647,137.5,1,8362.5
2648,100.0,1,8462.5
2649,-225.0,0,8237.5
2650,-237.5,0,8000.0
2651,100.0,1,8100.0
2652,100.0,1,8200.0
2653,112.5,1,8312.5
2654,150.0,1,8462.5
2655,112.5,1,8575.0
2656,112.5,1,8687.5
2657,-212.5,0,8475.0
2658,112.5,1,8587.5
2659,-200.0,0,8387.5
2660,100.0,1,8487.5
2661,100.0,1,8587.5
2662,-200.0,0,8387.5
2663,100.0,1,8487.5
2664,100.0,1,8587.5
2665,-200.0,0,8387.5
2666,100.0,1,8487.5
2667,100.0,1,8587.5
2668,112.5,1,8700.0
2669,-200.0,0,8500.0
2670,112.5,1,8612.5
2671,100.0,1,8712.5
2672,100.0,1,8812.5
2673,112.5,1,8925.0
2674,100.0,1,9025.0
2675,-212.5,0,8812.5
2676,-200.0,0,8612.5
2677,100.0,1,8712.5
2678,100.0,1,8812.5
2679,112.5,1,8925.0
2680,-200.0,0,8725.0
2681,100.0,1,8825.0
2682,112.5,1,8937.5
2683,-200.0,0,8737.5
2684,112.5,1,8850.0
2685,-225.0,0,8625.0
2686,-200.0,0,8425.0
2687,112.5,1,8537.5
2688,-212.5,0,8325.0
2689,-200.0,0,8125.0
2690,-200.0,0,7925.0
2691,112.5,1,8037.5
2692,112.5,1,8150.0
2693,-212.5,0,7937.5
2694,125.0,1,8062.5
2695,100.0,1,8162.5
2696,-200.0,0,7962.5
2697,100.0,1,8062.5
2698,100.0,1,8162.5
2699,100.0,1,8262.5
2700,112.5,1,8375.0
2701,100.0,1,8475.0
2702,112.5,1,8587.5
2703,137.5,1,8725.0
2704,112.5,1,8837.5
2705,-200.0,0,8637.5
2706,-200.0,0,8437.5
2707,100.0,1,8537.5
2708,-200.0,0,8337.5
2709,100.0,1,8437.5
2710,100.0,1,8537.5
2711,112.5,1,8650.0
2712,-200.0,0,8450.0
2713,112.5,1,8562.5
2714,100.0,1,8662.5
2715,-212.5,0,8450.0
2716,-212.5,0,8237.5
2717,100.0,1,8337.5
2718,100.0,1,8437.5
2719,100.0,1,8537.5
2720,125.0,1,8662.5
2721,100.0,1,8762.5
2722,100.0,1,8862.5
2723,112.5,1,8975.0
2724,137.5,1,9112.5
2725,112.5,1,9225.0
2726,100.0,1,9325.0
2727,-212.5,0,9112.5
2728,-200.0,0,8912.5
2729,112.5,1,9025.0
2730,-200.0,0,8825.0
2731,125.0,1,8950.0
2732,-200.0,0,8750.0
2733,100.0,1,8850.0
2734,100.0,1,8950.0
2735,112.5,1,9062.5
2736,100.0,1,9162.5
2737,112.5,1,9275.0
2738,112.5,1,9387.5
2739,125.0,1,9512.5
2740,100.0,1,9612.5
2741,-200.0,0,9412.5
2742,100.0,1,9512.5
2743,100.0,1,9612.5
2744,100.0,1,9712.5
2745,100.0,1,9812.5
2746,-200.0,0,9612.5
2747,100.0,1,9712.5
2748,112.5,1,9825.0
2749,100.0,1,9925.0
2750,125.0,1,10050.0
2751,100.0,1,10150.0
2752,112.5,1,10262.5
2753,100.0,1,10362.5
2754,-200.0,0,10162.5
2755,137.5,1,10300.0
2756,100.0,1,10400.0
2757,100.0,1,10500.0
2758,100.0,1,10600.0
2759,100.0,1,10700.0
2760,-212.5,0,10487.5
2761,112.5,1,10600.0
2762,112.5,1,10712.5
2763,-225.0,0,10487.5
2764,125.0,1,10612.5
2765,112.5,1,10725.0
2766,-212.5,0,10512.5
2767,112.5,1,10625.0
2768,100.0,1,10725.0
2769,137.5,1,10862.5
2770,-212.5,0,10650.0
2771,100.0,1,10750.0
2772,-212.5,0,10537.5
2773,-212.5,0,10325.0
2774,112.5,1,10437.5
2775,100.0,1,10537.5
2776,112.5,1,10650.0
2777,100.0,1,10750.0
2778,100.0,1,10850.0
2779,100.0,1,10950.0
2780,100.0,1,11050.0
2781,100.0,1,11150.0
2782,112.5,1,11262.5
2783,100.0,1,11362.5
2784,112.5,1,11475.0
2785,-200.0,0,11275.0
2786,-212.5,0,11062.5
2787,100.0,1,11162.5
2788,100.0,1,11262.5
2789,112.5,1,11375.0
2790,112.5,1,11487.5
2791,100.0,1,11587.5
2792,100.0,1,11687.5
2793,112.5,1,11800.0
2794,-200.0,0,11600.0
2795,-225.0,0,11375.0
2796,100.0,1,11475.0
2797,100.0,1,11575.0
2798,-200.0,0,11375.0
2799,112.5,1,11487.5
2800,100.0,1,11587.5
2801,137.5,1,11725.0
2802,112.5,1,11837.5
2803,100.0,1,11937.5
2804,100.0,1,12037.5
2805,112.5,1,12150.0
2806,-200.0,0,11950.0
2807,125.0,1,12075.0
2808,-212.5,0,11862.5
2809,112.5,1,11975.0
2810,100.0,1,12075.0
2811,112.5,1,12187.5
2812,100.0,1,12287.5
2813,112.5,1,12400.0
2814,-225.0,0,12175.0
2815,112.5,1,12287.5
2816,112.5,1,12400.0
2817,100.0,1,12500.0
2818,-212.5,0,12287.5
2819,-200.0,0,12087.5
2820,-237.5,0,11850.0
2821,112.5,1,11962.5
2822,-200.0,0,11762.5
2823,112.5,1,11875.0
2824,112.5,1,11987.5
2825,112.5,1,12100.0
2826,-200.0,0,11900.0
2827,-200.0,0,11700.0
2828,100.0,1,11800.0
2829,112.5,1,11912.5
2830,100.0,1,12012.5
2831,125.0,1,12137.5
2832,112.5,1,12250.0
2833,100.0,1,12350.0
2834,-212.5,0,12137.5
2835,100.0,1,12237.5
2836,112.5,1,12350.0
2837,100.0,1,12450.0
2838,112.5,1,12562.5
2839,-200.0,0,12362.5
2840,100.0,1,12462.5
2841,100.0,1,12562.5
2842,-212.5,0,12350.0
2843,-212.5,0,12137.5
2844,112.5,1,12250.0
2845,112.5,1,12362.5
2846,112.5,1,12475.0
2847,-212.5,0,12262.5
2848,125.0,1,12387.5
2849,125.0,1,12512.5
2850,100.0,1,12612.5
2851,100.0,1,12712.5
2852,112.5,1,12825.0
2853,125.0,1,12950.0
2854,112.5,1,13062.5
2855,-200.0,0,12862.5
2856,112.5,1,12975.0
2857,100.0,1,13075.0
2858,112.5,1,13187.5
2859,112.5,1,13300.0
2860,100.0,1,13400.0
2861,100.0,1,13500.0
2862,100.0,1,13600.0
2863,112.5,1,13712.5
2864,100.0,1,13812.5
2865,125.0,1,13937.5
2866,125.0,1,14062.5
2867,-200.0,0,13862.5
2868,100.0,1,13962.5
2869,-200.0,0,13762.5
2870,-200.0,0,13562.5
2871,125.0,1,13687.5
2872,100.0,1,13787.5
2873,-200.0,0,13587.5
2874,112.5,1,13700.0
2875,-212.5,0,13487.5
2876,137.5,1,13625.0
2877,-200.0,0,13425.0
2878,100.0,1,13525.0
2879,100.0,1,13625.0
2880,112.5,1,13737.5
2881,100.0,1,13837.5
2882,137.5,1,13975.0
2883,-212.5,0,13762.5
2884,100.0,1,13862.5
2885,100.0,1,13962.5
2886,100.0,1,14062.5
2887,112.5,1,14175.0
2888,100.0,1,14275.0
2889,100.0,1,14375.0
2890,-200.0,0,14175.0
2891,-200.0,0,13975.0
2892,100.0,1,14075.0
2893,-225.0,0,13850.0
2894,100.0,1,13950.0
2895,112.5,1,14062.5
2896,100.0,1,14162.5
2897,100.0,1,14262.5
2898,112.5,1,14375.0
2899,125.0,1,14500.0
2900,100.0,1,14600.0
2901,125.0,1,14725.0
2902,125.0,1,14850.0
2903,112.5,1,14962.5
2904,100.0,1,15062.5
2905,-200.0,0,14862.5
2906,-200.0,0,14662.5
2907,100.0,1,14762.5
2908,125.0,1,14887.5
2909,112.5,1,15000.0
2910,100.0,1,15100.0
2911,-212.5,0,14887.5
2912,100.0,1,14987.5
2913,112.5,1,15100.0
2914,125.0,1,15225.0
2915,-200.0,0,15025.0
2916,100.0,1,15125.0
2917,112.5,1,15237.5
2918,112.5,1,15350.0
2919,-200.0,0,15150.0
2920,-212.5,0,14937.5
2921,112.5,1,15050.0
2922,100.0,1,15150.0
2923,-200.0,0,14950.0
2924,112.5,1,15062.5
2925,-200.0,0,14862.5
2926,100.0,1,14962.5
2927,112.5,1,15075.0
2928,100.0,1,15175.0
2929,125.0,1,15300.0
2930,137.5,1,15437.5
2931,100.0,1,15537.5
2932,-212.5,0,15325.0
2933,-200.0,0,15125.0
2934,-200.0,0,14925.0
2935,-200.0,0,14725.0
2936,112.5,1,14837.5
2937,100.0,1,14937.5
2938,100.0,1,15037.5
2939,-200.0,0,14837.5
2940,-200.0,0,14637.5
2941,112.5,1,14750.0
2942,-212.5,0,14537.5
2943,125.0,1,14662.5
2944,-212.5,0,14450.0
2945,-200.0,0,14250.0
2946,112.5,1,14362.5
2947,100.0,1,14462.5
2948,112.5,1,14575.0
2949,100.0,1,14675.0
2950,100.0,1,14775.0
2951,125.0,1,14900.0
2952,100.0,1,15000.0
2953,-200.0,0,14800.0
2954,100.0,1,14900.0
2955,100.0,1,15000.0
2956,125.0,1,15125.0
2957,-200.0,0,14925.0
2958,100.0,1,15025.0
2959,-200.0,0,14825.0
2960,100.0,1,14925.0
2961,112.5,1,15037.5
2962,125.0,1,15162.5
2963,-200.0,0,14962.5
2964,-200.0,0,14762.5
2965,100.0,1,14862.5
2966,112.5,1,14975.0
2967,100.0,1,15075.0
2968,-212.5,0,14862.5
2969,112.5,1,14975.0
2970,112.5,1,15087.5
2971,112.5,1,15200.0
2972,137.5,1,15337.5
2973,112.5,1,15450.0
2974,125.0,1,15575.0
2975,112.5,1,15687.5
2976,-200.0,0,15487.5
2977,-200.0,0,15287.5
2978,112.5,1,15400.0
2979,100.0,1,15500.0
2980,-200.0,0,15300.0
2981,-212.5,0,15087.5
2982,-200.0,0,14887.5
2983,-200.0,0,14687.5
2984,125.0,1,14812.5
2985,-212.5,0,14600.0
2986,100.0,1,14700.0
2987,-212.5,0,14487.5
2988,100.0,1,14587.5
2989,100.0,1,14687.5
2990,100.0,1,14787.5
2991,100.0,1,14887.5
2992,112.5,1,15000.0
2993,-212.5,0,14787.5
